cook_time,cuisine,ingredients,ingredients_full,name,prep_time,rating,rating_count,servings
30 mins to 1 hour,Indian,"garlic,chillies,fennel seeds,cinnamon,rosemary,thyme,Dijon mustard,black pepper,single cream,double cream,nutmeg,pork chops,mustard seeds,curry leaves,ginger,Savoy cabbage,turmeric,salt,coconut,fresh coriander,lemon juice,olive oil,garlic,coriander seeds,chilli,apples,mushrooms,lemon juice,vinegar,sugar,parsley,fresh coriander,amaranth","1 tbsp finely chopped garlic,1 tsp finely chopped green chillies,1 tsp ground fennel seeds,½ tsp ground cinnamon,1 sprig fresh rosemary, roughly chopped,1 sprig fresh thyme, leaves only,1 tbsp Dijon mustard,salt and freshly ground black pepper,100ml/3½fl oz single cream,50ml/2fl oz double cream,2 tbsp gram flour,2 tbsp pastis,generous pinch freshly grated nutmeg,4 pork chops, trimmed and fat removed,2 tbsp vegetable or groundnut oil,1 tsp mustard seeds,10 curry leaves,1 tsp finely chopped fresh ginger,300g/10½oz Savoy cabbage, finely sliced,¼ tsp ground turmeric,salt, to taste,50g/2oz freshly grated coconut,1 tbsp chopped fresh coriander leaves,½ tbsp lemon juice,3 tbsp olive oil,½ tsp chopped garlic,½ tsp coriander seeds, toasted and crushed lightly,¼ tsp crushed red chilli,2 Granny Smith apples, cut into 2cm/1in cubes,100g/3½oz fresh porcini mushrooms, cleaned and sliced,1 tbsp lemon juice,dash cider vinegar,salt and sugar, to taste,½ tbsp finely chopped fresh parsley,fresh coriander leaves,Greek cress, celery cress and amaranth cress",Tandoori spiced pork chops with Savoy cabbage poriyal and apple and porcini salad,30 mins to 1 hour,5,1,Serves 4
30 mins to 1 hour,Indian,"vegetable oil,cumin,onion,garlic,chilli,ginger,chickpeas,chopped tomatoes,sweet potato,black pepper,rice","1 tbsp vegetable oil ,1 tbsp cumin seeds ,1 onion, finely sliced,2 garlic cloves, crushed ,½–1 tsp chilli flakes (to taste) ,50g/1¾oz fresh root ginger, peeled and grated ,600g tins chickpeas, drained and rinsed,400g tin chopped tomatoes ,750g/1lb 10oz sweet potato, peeled and cut into bite-sized cubes ,salt and black pepper,200g/7oz rice, to serve",Sweet potato and chickpea curry ,less than 30 mins,4.485714285714286,35,Serves 4
1 to 2 hours,Indian,"ginger,ginger,chilli powder,lemon juice,salt,chicken breasts,butter,lime juice,chaat masala,salt,yoghurt,garam masala,vegetable oil,cinnamon,chilli powder,salt,lentils,vegetable oil,ginger,garlic,cumin,ginger,chilli,tomato,butter,single cream,coriander,salt,butter,vegetable oil,onion,cinnamon,cardamoms,mace,basmati rice,salt,coriander,mascarpone,rocket,apple,mango","1 tbsp ginger-garlic paste, from a jar (or cursh together fresh garlic and ginger to form a paste) ,1 tsp red chilli powder,2 tbsp lemon juice,1 tsp salt,4 chicken breasts on the bone, skin removed, scored with 3 or 4 incisions,melted butter and oil, for basting,1½ tsp lime juice,1 tsp chaat masala (a mixture of dried spices and chillies, available from Asian grocers),salt,4 Peshawari naan, to serve,250g/9oz thick plain yoghurt,1 tsp garam masala,100ml/3½fl oz vegetable oil,½ tsp ground cinnamon ,½ tsp red chilli powder,pinch of edible red colouring (optional),1 tsp salt,200g/7oz black lentils,4 tbsp vegetable oil,1 tbsp finely chopped fresh ginger ,2 cloves garlic, peeled,2 whole green chillies ,1 tsp cumin seeds,1 tbsp ginger-garlic paste (see above),½ green chilli, chopped,2 tbsp tomato paste,½ tsp each red chilli powder, ground coriander, ground turmeric, garam masala and fenugreek leaf powder,30g/1oz butter,2 tbsp single cream,1 tbsp chopped coriander leaves,salt,15g/½oz butter,2 tsp vegetable oil,100g/3½oz onion, sliced,2.5cm/1in cinnamon stick,2 black cardamoms, crushed,1 blade mace,500g/1lb 2oz basmati rice, washed and soaked for 10-20 minutes,1 tsp salt,3-4 tbsp puréed spinach, coriander and mint ,2 tbsp mascarpone or double cream,25g/1oz baby rocket leaves ,1 Granny Smith apple, cut into julienne ,1 green (unripe) mango, cut into julienne,vinaigrette made with oil and lime juice","Tandoori chicken with black lentil sauce and herb pulao, served with rocket and mango salad",over 2 hours,4.666666666666667,3,Serves 4
10 to 30 mins,Indian,"tomato purée,salt,sugar,garam masala,cumin,chilli powder,coriander,chilli,lemon juice,single cream,vegetable oil,mustard seeds,garlic,curry leaves,prawns","1 tbsp tomato purée,¾ tsp salt,¼ tsp sugar,1 tsp garam masala,½ tsp ground roasted cumin seeds,¼ tsp chilli powder or to taste,3 tbsp finely chopped green coriander,1 fresh hot green chilli, finely chopped,1 tbsp lemon juice,200ml/7¼fl oz tinned coconut milk, well stirred, or single cream,3 tbsp vegetable oil,1 tsp black mustard seeds,3 garlic cloves, peeled and finely chopped,10-15 curry leaves,560g/1lb 3¾oz medium-sized prawns, uncooked, peeled, deveined and washed then patted dry",Stir-fried prawns in an aromatic tomato cream sauce,30 mins to 1 hour,5,2,Serves 4-5
10 to 30 mins,Indian,"halloumi,sweet potato,aubergine,broccoli,vegetable oil,black pepper,vegetable oil,carrot,onion,garlic,ginger,celery,curry powder,apple,vegetable stock,tomatoes,chilli,ginger,coriander seeds,lime,black pepper","250g/9oz halloumi, cut into chunks,1 sweet potato (or potato), peeled and cut into chunks,1 aubergine, cut into chunks,6 sprouting broccoli spears,2 tbsp vegetable oil,salt and freshly ground black pepper,1 tbsp vegetable oil,1 carrot, peeled and roughly chopped,1 onion, finely chopped,3 garlic cloves, chopped ,1 knob fresh root ginger, peeled and grated ,2 celery sticks, chopped ,2 tbsp Madras curry powder ,1 eating apple, peeled, cored and finely chopped,500ml/18fl oz vegetable stock (or chicken stock),2 tomatoes, finely chopped,1 red or green chilli, chopped,1 knob fresh root ginger, peeled and grated ,1 tsp coriander seeds, toasted and crushed,1 lime, juice only ,salt and freshly ground black pepper",Sweet potato and halloumi curry,less than 30 mins,4.375,32,Serves 2–4
over 2 hours,Italian,"bacon,olive oil,onions,celery,carrots,garlic,thyme,oregano,chopped tomatoes,tomato purée,anchovy essence,Worcestershire sauce,chicken livers,red wine,lamb stock,black pepper","225g/8oz streaky bacon, diced ,175-200ml/6-7fl oz good olive oil ,2 onions, finely diced,2 sticks celery, peeled and finely diced,2 carrots, peeled and finely sliced,5 cloves garlic, peeled and crushed with a little salt,2 tsp fresh soft thyme leaves,2 bay leaves,2 tsp dried oregano,2 x 400g/14oz cans chopped tomatoes,2 tbsp tomato purée,1 tbsp anchovy essence,2 tbsp Worcestershire sauce,1.8kg/4lb minced beef,250g/9oz fresh chicken livers, finely chopped,2 bottles dry red wine,1.7 litres/3 pints chicken, beef or lamb stock,salt and freshly ground black pepper",Antony's 'mainstay' mince,30 mins to 1 hour,5,2,Makes 2kg
1 to 2 hours,Italian,"olive oil,parsley,beef mince,red wine,passata,peas,vegetable stock,saffron,rice,arborio rice,butter,pecorino,eggs,breadcrumbs,sunflower oil,black pepper","3 tbsp olive oil,100g/3½oz chopped mixed vegetables and herbs (ideally equal amounts of onion, celery and carrot mixed with fresh parsley and basil),300g/10½oz beef mince,125ml/4fl oz red wine,250ml/9fl oz passata,100g/3½oz peas,2 litres/3½ pints beef or vegetable stock,1 packet (around 0.8g) saffron,250g/9oz carnaroli rice,350g/12oz arborio rice,60g/2¼oz butter,60g/2¼oz pecorino, grated,2 free-range eggs, beaten,100g/3½oz fine breadcrumbs,peanut or sunflower oil, for deep-frying,salt and freshly ground black pepper",Arancini with ragu (arancine al ragù),over 2 hours,4,1,Makes 8
10 to 30 mins,Italian,"artichokes,garlic,parsley,thyme,linguine,lemon,parmesan","110g/4oz artichokes, marinated in oil,1 clove garlic, peeled and crushed,1 tbsp finely chopped parsley ,1 tbsp  finely chopped thyme, leaves only,450g/1lb linguine pasta, cooked ,½ lemon, juice only ,parmesan shavings, to serve (or similar vegetarian hard cheese)",Artichoke pasta,less than 30 mins,4.571428571428571,7,Serves 4
10 to 30 mins,Italian,"olive oil,garlic,dried chilli,basil,black pepper,caster sugar,pork mince,bacon,thyme,parsley,spaghetti","2 x 400g/14oz cans tomatoes,3 tbsp extra virgin olive oil,2 garlic cloves, finely chopped,1 tsp dried chilli flakes,4 tbsp roughly chopped fresh basil,salt and freshly ground black pepper,1 tsp caster sugar,500g/1lb 2oz pork mince,90g/3oz streaky bacon, finely chopped,2 tsp thyme leaves,2 tbsp flatleaf parsley, roughly chopped,300g/10½oz dried spaghetti",Arrabiata pork meatball spaghetti,less than 30 mins,4.5,4,Serves 4
10 to 30 mins,Italian,"olive oil,onion,garlic,wild mushrooms,white wine,double cream,black pepper,tomatoes,tagliatelle,parsley","1 tbsp olive oil,½ onion, finely chopped,1 garlic clove, finely chopped,125g/4½oz wild mushrooms, such as morels, porcini, chanterelles etc,150ml/5fl oz white wine,100ml/3½fl oz double cream,salt and freshly ground black pepper,2 vine tomatoes, seeds removed, chopped,150g/5oz tagliatelle, cooked according to the packet instructions,1 tbsp chopped fresh parsley",Wild mushroom sauce for pasta,less than 30 mins,5,1,Serves 2
30 mins to 1 hour,Italian,"plain flour,salt,olive oil,spinach,olive oil,onions,ricotta,Parmesan,nutmeg,eggs,sugar,black pepper","375g/13oz plain flour, plus extra for dusting,1 tsp salt,4 tbsp olive oil,1.15kg/2½lb greens (mix of chard, spinach or other greens),2 tbsp olive oil, plus extra for brushing ,1kg/2lb 4oz onions, roughly chopped,350g/12oz ricotta,85g/3oz Parmesan, finely grated,grated nutmeg, to taste,9 large free-range eggs, 4 beaten, 5 left whole,2 tsp caster sugar (optional),salt and freshly ground black pepper", Torta pasqualina (Giant green pie),less than 30 mins,5,1,Serves 10-12
30 mins to 1 hour,Italian,"butter,plain flour,milk,olive oil,porcini,double cream,Parma ham,wild mushrooms,garlic,fennel seeds,shallot,sausages,pasta,Parmesan,egg,butter,black pepper,truffle oil","35g/1¼oz unsalted butter ,15g/½oz plain flour ,225ml/8fl oz full-fat milk,2½  tbsp olive oil,200g/7oz porcini mushrooms, thinly sliced ,50ml/2fl oz double cream,2 slices Parma ham, roughly chopped,100g/3½oz  mixed wild mushrooms, roughly chopped,1 garlic clove, finely chopped,1 tsp fennel seeds, crushed ,1 banana shallot, finely chopped,2 Italian fennel sausages, meat removed from their skins and crumbled,2 large rectangular sheets fresh pasta (around 20cm long),75g/2½oz Parmesan, grated ,1 free-range egg, beaten,25g/1oz unsalted butter, melted,salt and freshly ground black pepper,100ml/3½fl oz double cream,50g/1¾oz Parmesan, grated,1 black truffle, grated,1 tbsp truffle oil ,2 bunches rocket","Rotolo of wild mushrooms, fennel sausage and truffle",less than 30 mins,4.333333333333333,3,Serves 4
10 to 30 mins,Indian,"vegetable oil,onion,turmeric,cardamom,cumin,chilli,cinnamon,bay leaf,basmati rice,vegetable stock,lamb fillet,fresh coriander","2 tbsp vegetable oil,½ onion, finely chopped,½ tsp turmeric,5 whole cardamom pods,1 tsp cumin seeds,½ tsp chilli flakes,½ tsp ground cinnamon,1 bay leaf,300g/10½oz basmati rice, rinsed,½ vegetable stock cube,400ml/14fl oz boiling water,200g/7oz lamb fillet, cubed,1 handful fresh coriander leaves, to garnish",Quick spiced lamb biryani,less than 30 mins,4.666666666666667,3,Serves 2
30 mins to 1 hour,Indian,"vegetable oil,mustard seeds,cumin,cardamom,curry leaves,onions,garlic,ginger,turmeric,cumin,coriander,vegetable stock,butternut squash,coconut cream,chickpeas,green beans,rice,red onion","3 tbsp vegetable oil,2 tbsp black mustard seeds ,1 tbsp cumin seeds,12 cardamom pods, split,handful of curry leaves,2 large onions, chopped,5 garlic cloves, grated,5cm/2in piece fresh root ginger, finely grated,2 tsp ground turmeric,1 tsp ground cumin,2 tbsp ground coriander,1 litre/1¾ pint hot vegetable stock,1kg/2lb 4oz peeled, deseeded butternut squash (prepared weight), cut into 2.5cm/1in chunks,250ml/9fl oz coconut cream,2 x 400g tins chickpeas, drained and rinsed,200g/7oz green beans, cut into 2.5cm/1in lengths,3 x 250g/9oz pouches ready-cooked pilau rice,cucumber, tomato and red onion salad",Butternut squash and chickpea curry,less than 30 mins,4.2,60,Serves 6
30 mins to 1 hour,Indian,"spinach,vegetable oil,paneer,butter,onion,chillies,garlic,ginger,salt,cumin,garam masala,turmeric,polenta","2 bunches large-leaf spinach (250g/9oz),vegetable oil, for frying,225g/8oz paneer cheese, cut into bite-sized cubes,2 tbsp butter, for frying, plus extra for mashing (optional),1 onion, roughly chopped,3–4 small green chillies, chopped,2–3 garlic cloves, roughly chopped,5cm/2in piece fresh root ginger, peeled and roughly chopped,1 tsp fine salt,1 tsp cumin seeds,1 tsp garam masala,1 tsp turmeric,2 tbsp very fine polenta",Saag paneer,less than 30 mins,4.411764705882353,17,Serves 4
10 to 30 mins,Indian,"spinach,olive oil,red onions,chickpeas,garlic,seeds,coriander seeds,cumin,aubergine,chopped tomatoes,salt","1kg/2¼lb fresh spinach,2 tbsp olive oil,2 medium red onions, chopped,200g/7oz tinned chickpeas, drained and rinsed,2 garlic cloves, finely chopped,2 fresh hot green chillies, halved and thinly sliced, seeds included,1 tbsp coriander seeds, ground,1 tbsp cumin seeds,1 large aubergine, approx. 400g/14oz,cut into 2cm (3/4in) dice,400g/14oz tinned chopped tomatoes,salt","Spinach, aubergine and chickpea curry",less than 30 mins,3.4642857142857144,28,Serves 4
1 to 2 hours,Indian,"pigeon peas,onion,carrots,butternut squash,green beans,tomato,turmeric,sugar,salt,vegetable oil,chana dal,fenugreek,coriander seeds,chillies,curry leaves,asafoetida,vegetable oil,onion,mustard seeds,fenugreek","100g/3½oz toor dal (yellow split pigeon peas), well rinsed,1 small onion, chopped,100g/3½oz carrots, cut into 2cm/¾in chunks,100g/3½oz pumpkin or butternut squash, peeled and cut into 2cm/¾in chunks,100g/3½oz green beans, cut into 2cm/¾in lengths,1 medium tomato, chopped,1½ tsp ground turmeric,1½ tsp sugar,1½ tsp salt,50ml/2fl oz vegetable oil,1 tsp chana dal,1 tsp fenugreek seeds,1 tsp coriander seeds,4 dried Kashmiri chillies with seeds,handful fresh curry leaves,1 tsp asafoetida,2 tbsp vegetable oil,1 small onion, finely chopped,1 tsp black mustard seeds,1½ tsp fenugreek seeds",Sambar,less than 30 mins,4,4,Serves 4-6
30 mins to 1 hour,Indian,"oil,onion,garlic,celery,pepper,red lentils,garam masala,cumin,chilli powder,coriander,tomato purée,vegetable stock,chickpeas,coriander,black pepper,basmati rice","1 tbsp groundnut oil,1 onion, finely chopped,2 garlic cloves, thinly sliced,2 celery sticks, diced,1 green pepper, cored, seeds removed and chopped,150g/5½oz red lentils, rinsed,2 tsp garam masala,1 tsp cumin seeds,½ tsp hot chilli powder,1 tsp ground coriander,2 tbsp tomato purée,700ml/1¼ pint hot vegetable stock,400g tin chickpeas, drained and rinsed,2 tbsp chopped fresh coriander, to garnish,salt and freshly ground black pepper,300g/10½oz basmati rice, to serve",Spicy lentils and chickpeas,less than 30 mins,4.928571428571429,28,Serves 4
30 mins to 1 hour,Indian,"potatoes,cod,salt,garlic,chilli,chilli,coriander,chilli powder,cumin,ginger,egg,plain flour,vegetable oil","3 medium Maris Piper potatoes (approx. 550g/1lb 4oz), peeled and quartered,500g/1lb 2oz skinless cod loins ,1 tsp salt,2 garlic cloves, peeled and pounded in a pestle and mortar,1 red chilli, finely chopped,1 green chilli, finely chopped,large handful freshly chopped coriander, plus extra to garnish,½ tsp chilli powder,2 tsp cumin seeds, toasted in pan then ground in a pestle and mortar,1 tsp finely chopped fresh root ginger,1 free-range egg, beaten,50g/1¾oz plain flour, for dusting,sunflower or vegetable oil, for shallow frying",Spiced cod fish cakes,less than 30 mins,3.7142857142857144,7,Serves 4–6
less than 10 mins,Indian,"onion,ginger,garlic,fresh coriander,chilli powder,lamb mince,cumin,garam masala,salt,egg,white bread,oil,yoghurt,fresh coriander,mint,mint,salt,black pepper,buns,onion,tomatoes,lettuce","1 small onion, quartered ,4cm/1½ in piece fresh ginger,4 large garlic cloves ,20g/¾oz fresh coriander, stalks and leaves,2-3 green chillies, chopped or ½-1 tsp red chilli powder,450g/1lb lamb mince,¾ tsp ground cumin,1½ tsp garam masala,1 tsp salt, or to taste,1 large free-range egg,2 slices thick-cut white bread, processed to crumbs in a food processor,2 tbsp oil, for greasing,200g/7oz Greek-style yoghurt,30g/1oz fresh coriander leaves ,15g/½oz fresh mint leaves, or 1 tbsp good quality dried mint ,1-2 green chillies, finely chopped (optional),salt, to taste,½ tsp freshly ground black pepper,6 hamburger buns,1 onion, sliced crosswise into large rings,2 ripe plum tomatoes, sliced crosswise,crunchy lettuce leaves",Spiced lamb burgers with herbed yoghurt,30 mins to 1 hour,4.8,5,6
30 mins to 1 hour,Indian,"floury potatoes,cauliflower,red onion,garlic,ginger,turmeric,turmeric,chilli,cumin,coriander,nigella seeds,oil,sea salt,cherry tomatoes,lime,fresh coriander,naan breads","600g/1lb 5oz floury potatoes, cut into 15mm/⅝in cubes,1 large cauliflower, cut into large florets,1 red onion, roughly chopped,4 garlic cloves, grated,5cm/2in piece fresh root ginger, grated,1 small piece fresh turmeric, grated, or ½ tsp ground turmeric,1 red chilli, cut in half lengthwise,2 tsp ground cumin,2 tsp ground coriander,2 tsp nigella seeds,3 tbsp oil,1 tsp sea salt flakes,400g/14oz cherry tomatoes on the vine, halved,200ml/7fl oz boiling water,1 lime, juice only,handful fresh coriander, roughly chopped,rice or naan breads, to serve",Spiced aloo gobi traybake,less than 30 mins,4.818181818181818,22,Serves 4
30 mins to 1 hour,Italian,"onion,celery,thyme,chopped tomatoes,sugar,sea salt,black pepper,turkey mince,egg,breadcrumbs,parmesan,Worcestershire sauce,thyme","1 onion, peeled,1 stick celery,2 tbsp garlic oil,1 tsp dried thyme,2 x 400g/14oz tins chopped tomatoes, plus approximately 2 full cans of water,1 tsp sugar,1 tsp sea salt flakes or ½ tsp pouring salt,black pepper, to taste,500g/1lb 2oz turkey mince,1 free-range egg,3 tbsp breadcrumbs,3 tbsp grated parmesan,1 tsp Worcestershire sauce,½ tsp dried thyme",Turkey meatballs in tomato sauce,less than 30 mins,3.8095238095238093,21,Serves 4-8
